transaction_id,user_id,amount,transaction_type,device_type,location,time_of_day,transaction_hour,is_international,previous_transactions,failed_transactions,account_age_days,is_fraud,Date,Transaction Platform
T02119,U365,110241.43,transfer,desktop,London,morning,9,1,116,No,165,1,30/09/2017,Paytm
T02120,U965,163246.65,transfer,tablet,Mumbai,evening,19,0,26,Yes,938,0,28/12/2020,PhonePe
T02121,U709,43927.32,online,tablet,Dubai,evening,18,1,9,Yes,563,0,22/09/2024,PhonePe
T02122,U227,80387.46,POS,desktop,Pune,morning,10,0,149,Yes,711,0,05/12/2019,BharatPe
T02123,U884,21773.63,online,tablet,Pune,evening,20,0,197,Yes,456,0,26/05/2016,BharatPe
T02124,U248,137021.5,ATM,tablet,Pune,night,22,0,79,Yes,568,1,13/10/2021,PhonePe
T02125,U175,72027.12,online,desktop,Kolkata,night,0,0,10,Yes,774,0,04/11/2025,Others
T02126,U971,268210.75,online,mobile,Chennai,afternoon,12,0,71,No,726,0,30/04/2023,Paytm
T02127,U271,142396.61,transfer,tablet,Chennai,evening,20,0,58,Yes,489,0,07/04/2016,BharatPe
T02128,U213,155119.74,transfer,desktop,Mumbai,night,2,0,2,Yes,754,1,13/12/2018,Paypal
T02129,U269,134949.6,transfer,mobile,Delhi,evening,17,0,181,Yes,184,0,10/06/2022,BharatPe
T02130,U376,107024.55,online,mobile,Chennai,morning,6,0,180,Yes,48,1,16/03/2021,PhonePe
T02131,U936,38655.34,POS,tablet,Kolkata,night,3,0,172,No,454,0,18/03/2017,Paytm
T02132,U217,73932.16,transfer,desktop,Mumbai,night,0,0,42,Yes,323,1,12/01/2019,Paypal
T02133,U580,48950.12,ATM,desktop,Kolkata,night,4,0,17,Yes,333,0,05/04/2018,GPay
T02134,U405,262475.84,ATM,mobile,Delhi,evening,19,0,47,Yes,382,1,29/09/2024,GPay
T02135,U362,237755.99,transfer,mobile,New York,evening,18,1,43,Yes,531,1,08/07/2023,Others
T02136,U425,216435.6,transfer,mobile,Delhi,night,1,0,178,Yes,44,1,06/09/2019,Paytm
T02137,U202,234261.92,POS,tablet,London,evening,20,1,1,Yes,495,1,02/05/2020,Paypal
T02138,U713,147196.18,ATM,mobile,Delhi,evening,20,0,74,Yes,665,1,27/08/2024,Others
T02139,U262,238751.72,ATM,desktop,London,afternoon,14,1,44,Yes,979,1,24/06/2023,BharatPe
T02140,U471,27422.08,POS,mobile,New York,morning,7,1,195,No,415,0,24/10/2016,Others
T02141,U508,3204.97,transfer,desktop,Kolkata,night,2,0,199,No,885,1,15/10/2019,GPay
T02142,U221,109062.07,transfer,mobile,Kolkata,morning,9,0,98,No,809,0,06/04/2019,Others
T02143,U391,18015.39,ATM,mobile,Dubai,afternoon,14,1,65,Yes,755,0,02/06/2025,BharatPe
T02144,U904,129380.58,POS,tablet,London,morning,9,1,178,Yes,263,1,24/08/2018,BharatPe
T02145,U917,184340.58,POS,mobile,Kolkata,afternoon,14,0,64,Yes,98,1,06/12/2019,PhonePe
T02146,U500,183330.44,transfer,mobile,London,night,21,1,41,Yes,801,1,09/03/2016,BharatPe
T02147,U755,4989.64,online,desktop,Dubai,afternoon,14,1,154,Yes,156,0,01/07/2023,GPay
T02148,U207,64612.09,ATM,mobile,Pune,morning,7,0,38,Yes,990,0,12/09/2022,Paytm
T02149,U252,152960.48,transfer,tablet,Kolkata,night,21,0,178,Yes,274,1,02/11/2021,Paypal
T02150,U904,64063.74,transfer,tablet,Pune,evening,17,0,32,Yes,528,0,12/12/2017,Others
T02151,U599,88918.33,transfer,tablet,Bangalore,night,22,0,113,Yes,654,0,23/09/2021,Paytm
T02152,U223,54138.22,POS,tablet,Kolkata,afternoon,14,0,125,Yes,950,0,29/12/2017,Paypal
T02153,U771,297275.44,transfer,tablet,Mumbai,night,0,0,176,Yes,253,1,23/07/2018,PhonePe
T02154,U781,101952.01,ATM,desktop,New York,night,3,1,84,Yes,969,1,03/09/2025,Paypal
T02155,U508,255270.73,online,desktop,Dubai,night,3,1,188,Yes,857,1,17/08/2023,Paytm
T02156,U764,78040.61,online,tablet,New York,morning,7,1,57,Yes,942,1,11/11/2024,Paypal
T02157,U832,198631.25,POS,mobile,Singapore,night,0,1,45,Yes,816,1,20/09/2017,BharatPe
T02158,U631,57119.8,POS,desktop,Pune,morning,8,0,60,Yes,551,0,20/11/2017,Paypal
T02159,U796,249004.22,online,mobile,Pune,evening,18,0,172,Yes,592,1,08/06/2025,Others
T02160,U238,62457.39,POS,desktop,Singapore,morning,11,1,86,Yes,528,0,06/11/2019,Others
T02161,U588,83273.39,ATM,desktop,Bangalore,night,22,0,11,Yes,32,1,07/02/2016,Paypal
T02162,U926,212420.69,online,mobile,Chennai,evening,18,0,118,Yes,684,1,28/05/2022,GPay
T02163,U146,99767.49,online,tablet,Chennai,night,3,0,145,Yes,144,0,20/11/2019,BharatPe
T02164,U200,83205.95,transfer,desktop,Dubai,night,2,1,76,Yes,957,1,29/05/2022,BharatPe
T02165,U749,31806.67,transfer,tablet,Pune,night,2,0,186,Yes,153,1,22/07/2017,GPay
T02166,U824,48986.45,POS,tablet,London,morning,8,1,128,Yes,91,0,26/12/2019,Paytm
T02167,U382,240830.82,POS,tablet,Bangalore,evening,19,0,126,No,31,1,18/07/2017,Paytm
T02168,U994,157631.52,transfer,desktop,New York,morning,10,1,15,No,383,1,07/02/2024,BharatPe
T02169,U653,262315.82,POS,desktop,Dubai,night,1,1,142,No,605,1,24/12/2022,Paytm
T02170,U780,229369.87,ATM,desktop,Pune,evening,19,0,25,Yes,259,0,16/09/2019,PhonePe
T02171,U849,209493.14,transfer,mobile,Dubai,morning,6,1,140,Yes,975,1,26/05/2025,BharatPe
T02172,U670,280744.0,ATM,tablet,London,night,22,1,95,Yes,979,1,20/03/2021,BharatPe
T02173,U768,198068.97,online,desktop,Kolkata,morning,11,0,42,Yes,822,0,21/03/2016,Others
T02174,U402,46507.72,online,mobile,New York,night,22,1,108,Yes,723,0,30/04/2024,GPay
T02175,U893,56843.74,POS,mobile,Singapore,morning,11,1,122,Yes,869,0,13/03/2023,Others
T02176,U112,299853.54,POS,desktop,Kolkata,morning,10,0,82,Yes,747,0,22/06/2021,Others
T02177,U686,75925.9,ATM,tablet,London,night,0,1,60,Yes,626,0,18/05/2021,Paypal
T02178,U407,135948.31,POS,mobile,Delhi,afternoon,12,0,154,Yes,58,1,13/04/2025,PhonePe
T02179,U827,229623.17,POS,desktop,Bangalore,afternoon,16,0,113,Yes,978,0,03/06/2019,PhonePe
T02180,U744,287993.49,transfer,mobile,Bangalore,morning,9,0,153,Yes,518,1,12/08/2025,BharatPe
T02181,U875,286315.32,POS,tablet,Kolkata,morning,9,0,91,Yes,566,0,09/02/2025,PhonePe
T02182,U298,202157.53,ATM,desktop,Delhi,morning,11,0,30,Yes,177,1,05/01/2019,Paypal
T02183,U210,232200.04,online,mobile,Dubai,morning,10,1,188,Yes,56,1,22/03/2018,BharatPe
T02184,U268,44564.85,POS,desktop,Kolkata,afternoon,15,0,65,No,101,0,28/04/2019,GPay
T02185,U602,7578.38,POS,desktop,Delhi,night,21,0,5,Yes,253,0,18/04/2023,PhonePe
T02186,U653,83652.18,ATM,desktop,Kolkata,night,0,0,84,Yes,415,0,08/09/2021,GPay
T02187,U950,175678.98,POS,desktop,Chennai,morning,7,0,89,Yes,696,0,14/09/2020,Paypal
T02188,U753,673.77,POS,desktop,Pune,afternoon,15,0,191,Yes,959,0,12/08/2022,Paytm
T02189,U675,257034.5,POS,tablet,Chennai,morning,7,0,88,Yes,969,0,16/03/2025,Paypal
T02190,U698,68628.66,online,mobile,Delhi,morning,6,0,169,Yes,524,0,08/11/2016,Paypal
T02191,U533,155663.8,POS,desktop,Bangalore,afternoon,13,0,128,Yes,418,0,11/04/2020,BharatPe
T02192,U593,84396.49,ATM,mobile,Mumbai,night,2,0,125,Yes,85,1,28/11/2024,BharatPe
T02193,U442,76924.47,ATM,mobile,Chennai,afternoon,15,0,11,Yes,156,0,05/04/2020,BharatPe
T02194,U297,204965.9,POS,desktop,Kolkata,morning,10,0,39,Yes,418,0,23/12/2016,Paytm
T02195,U306,133663.02,transfer,mobile,Delhi,afternoon,16,0,91,Yes,863,1,25/02/2021,PhonePe
T02196,U599,51112.31,transfer,mobile,Chennai,evening,20,0,141,Yes,593,1,04/09/2025,GPay
T02197,U914,135930.02,ATM,mobile,London,morning,10,1,112,Yes,47,1,09/03/2019,PhonePe
T02198,U416,70766.79,ATM,mobile,Bangalore,night,22,0,28,Yes,650,0,02/01/2021,Paypal
T02199,U810,166786.73,transfer,mobile,Dubai,morning,10,1,72,Yes,553,1,08/09/2019,PhonePe
T02200,U270,189752.89,online,desktop,Bangalore,morning,11,0,76,Yes,420,1,18/07/2021,Paytm
T02201,U819,171947.71,transfer,tablet,Pune,afternoon,14,0,138,Yes,701,0,06/05/2022,Others
T02202,U710,76725.71,POS,desktop,Mumbai,afternoon,13,0,116,Yes,929,0,30/01/2019,GPay
T02203,U453,138971.06,transfer,mobile,Singapore,evening,18,1,199,Yes,848,1,10/01/2017,Paytm
T02204,U227,108698.23,transfer,tablet,New York,morning,10,1,96,Yes,778,1,08/10/2025,Paytm
T02205,U812,135988.48,ATM,desktop,Bangalore,evening,19,0,96,Yes,645,1,19/08/2019,GPay
T02206,U822,223714.61,ATM,tablet,Mumbai,night,3,0,50,Yes,204,0,27/11/2019,GPay
T02207,U271,75103.86,online,tablet,London,evening,20,1,32,Yes,863,1,03/12/2021,GPay
T02208,U240,18921.93,POS,desktop,Mumbai,night,21,0,93,Yes,810,0,24/06/2016,GPay
T02209,U773,172082.56,online,tablet,New York,morning,7,1,1,Yes,419,1,20/02/2023,GPay
T02210,U524,498.91,transfer,tablet,Delhi,morning,9,0,193,Yes,202,0,11/08/2016,Paytm
T02211,U892,35192.55,POS,desktop,Mumbai,evening,18,0,62,Yes,720,0,14/06/2022,Paypal
T02212,U685,168442.94,transfer,mobile,Delhi,night,0,0,74,No,100,1,07/05/2018,PhonePe
T02213,U902,58236.4,ATM,tablet,Dubai,afternoon,13,1,39,Yes,618,0,28/10/2023,GPay
T02214,U176,43526.79,online,desktop,Dubai,afternoon,14,1,17,Yes,270,0,30/06/2022,Paytm
T02215,U401,134259.84,online,mobile,Delhi,morning,9,0,180,Yes,758,0,24/10/2017,Paypal
T02216,U609,207417.42,POS,desktop,Chennai,night,22,0,78,Yes,510,1,16/11/2023,Paypal
T02217,U890,143624.54,ATM,mobile,Mumbai,afternoon,14,0,61,No,86,1,25/11/2016,Paypal
T02218,U278,238800.86,transfer,mobile,New York,afternoon,16,1,94,Yes,665,1,23/06/2019,Others
T02219,U611,142148.07,transfer,desktop,Singapore,night,21,1,60,Yes,492,1,26/12/2023,GPay
T02220,U495,230026.12,ATM,mobile,Kolkata,morning,6,0,71,Yes,835,0,29/07/2016,GPay
T02221,U180,82293.64,ATM,mobile,New York,night,1,1,30,Yes,423,0,05/01/2016,GPay
T02222,U446,185415.91,transfer,tablet,Kolkata,night,22,0,68,Yes,292,0,20/04/2017,Paypal
T02223,U389,166966.38,POS,mobile,Chennai,evening,17,0,62,Yes,681,0,04/11/2017,Paypal
T02224,U515,207389.94,online,desktop,Dubai,afternoon,14,1,60,No,820,1,18/06/2022,PhonePe
T02225,U814,115772.32,online,mobile,Bangalore,afternoon,16,0,114,Yes,419,0,07/05/2024,PhonePe
T02226,U832,254658.55,ATM,desktop,Delhi,morning,7,0,39,Yes,368,0,31/05/2022,Others
T02227,U723,95585.01,online,desktop,Chennai,afternoon,15,0,163,Yes,735,1,11/02/2024,PhonePe
T02228,U584,282069.03,POS,tablet,Mumbai,morning,9,0,106,No,575,0,02/10/2017,Paypal
T02229,U786,91268.31,POS,mobile,London,morning,8,1,91,Yes,342,1,29/12/2020,PhonePe
T02230,U431,296189.11,POS,tablet,Mumbai,morning,5,0,85,Yes,795,0,23/01/2021,BharatPe
T02231,U428,133508.78,ATM,desktop,Bangalore,morning,5,0,25,Yes,42,1,10/04/2021,Paypal
T02232,U896,236957.34,ATM,mobile,Chennai,night,3,0,96,Yes,170,1,21/03/2024,Paytm
T02233,U728,217039.36,POS,mobile,Mumbai,night,4,0,155,Yes,299,1,08/07/2018,BharatPe
T02234,U625,296232.65,POS,tablet,Mumbai,afternoon,14,0,128,Yes,713,1,21/09/2018,PhonePe
T02235,U199,258324.14,online,mobile,London,evening,20,1,44,Yes,264,1,20/07/2023,Paypal
T02236,U710,205634.07,transfer,mobile,Pune,evening,19,0,179,Yes,125,0,28/05/2017,PhonePe
T02237,U708,277255.01,transfer,mobile,New York,night,22,1,170,Yes,223,1,25/06/2025,Paytm
T02238,U340,159008.06,online,mobile,London,night,0,1,178,Yes,94,1,29/10/2022,Paytm
T02239,U551,221729.15,POS,tablet,Delhi,evening,20,0,73,Yes,364,0,06/02/2018,PhonePe
T02240,U650,114911.3,POS,desktop,Delhi,evening,18,0,54,Yes,497,1,26/02/2021,Paytm
T02241,U125,45398.0,online,mobile,Dubai,afternoon,14,1,140,Yes,984,0,01/05/2023,Paypal
T02242,U783,92436.72,ATM,mobile,London,night,3,1,34,Yes,407,0,19/07/2020,PhonePe
T02243,U264,37526.14,transfer,tablet,Delhi,evening,17,0,195,No,375,0,23/03/2018,BharatPe
T02244,U518,53607.26,POS,desktop,Singapore,evening,17,1,97,Yes,89,0,30/12/2017,BharatPe
T02245,U361,113910.62,ATM,tablet,Kolkata,night,0,0,82,Yes,850,1,22/12/2023,BharatPe
T02246,U350,194996.26,ATM,mobile,Dubai,night,21,1,23,Yes,774,1,17/08/2019,Paypal
T02247,U649,231907.43,ATM,desktop,Singapore,morning,5,1,38,Yes,784,1,06/10/2017,Others
T02248,U793,123463.01,transfer,mobile,Chennai,morning,10,0,1,Yes,736,1,16/09/2024,PhonePe
T02249,U115,176357.55,transfer,tablet,Pune,evening,18,0,118,Yes,901,0,25/09/2017,GPay
T02250,U786,167428.88,transfer,mobile,Singapore,evening,19,1,56,Yes,93,1,07/10/2022,Paytm
T02251,U645,113228.49,POS,desktop,Bangalore,morning,9,0,59,Yes,960,0,09/10/2022,GPay
T02252,U443,295955.59,ATM,desktop,New York,night,0,1,133,Yes,973,1,29/06/2023,Paypal
T02253,U480,28018.46,transfer,mobile,London,afternoon,15,1,105,Yes,95,0,01/10/2021,Paytm
T02254,U230,240127.62,transfer,desktop,Pune,afternoon,16,0,43,Yes,509,1,17/11/2022,Paypal
T02255,U735,64662.67,POS,tablet,Chennai,night,2,0,30,Yes,610,1,14/09/2020,BharatPe
T02256,U423,244781.8,transfer,desktop,Pune,morning,9,0,179,Yes,842,0,10/08/2019,GPay
T02257,U905,7647.24,online,tablet,Pune,night,2,0,25,Yes,742,0,17/04/2020,Others
T02258,U913,262409.1,transfer,desktop,Delhi,morning,6,0,90,Yes,187,0,27/04/2021,PhonePe
T02259,U341,181204.89,ATM,tablet,London,night,3,1,70,Yes,184,1,24/09/2018,BharatPe
T02260,U511,149050.96,POS,mobile,Chennai,night,23,0,5,Yes,80,1,23/06/2025,PhonePe
T02261,U932,235375.67,ATM,tablet,Singapore,night,3,1,39,Yes,51,1,07/06/2019,GPay
T02262,U733,39182.84,online,mobile,Pune,night,1,0,51,No,848,0,10/02/2018,Others
T02263,U898,248714.78,ATM,mobile,Bangalore,night,21,0,13,Yes,273,1,22/10/2025,Others
T02264,U635,218074.78,POS,desktop,Chennai,night,23,0,170,Yes,704,0,26/06/2018,BharatPe
T02265,U289,35531.84,ATM,mobile,Bangalore,evening,20,0,70,Yes,725,0,19/07/2024,Paypal
T02266,U269,73049.73,ATM,desktop,Singapore,morning,5,1,114,No,265,0,21/03/2020,PhonePe
T02267,U468,277607.34,online,tablet,Pune,evening,18,0,134,Yes,693,0,04/08/2016,Paypal
T02268,U894,258301.74,POS,tablet,Delhi,night,4,0,121,Yes,992,0,13/03/2025,Others
T02269,U412,197096.12,online,tablet,Delhi,night,21,0,138,Yes,268,1,21/11/2020,BharatPe
T02270,U529,5772.1,POS,desktop,Pune,night,23,0,67,Yes,217,0,26/11/2021,Paypal
T02271,U932,106779.65,POS,tablet,Dubai,night,2,1,195,Yes,884,1,01/07/2019,BharatPe
T02272,U450,116465.14,ATM,desktop,Mumbai,night,22,0,138,No,141,0,30/06/2023,PhonePe
T02273,U125,137324.78,transfer,desktop,Delhi,night,22,0,111,Yes,461,0,17/05/2017,Others
T02274,U459,90306.69,POS,desktop,Delhi,evening,19,0,27,Yes,254,1,18/12/2016,Paypal
T02275,U146,58001.77,POS,mobile,Pune,evening,19,0,147,Yes,890,0,03/08/2021,Paypal
T02276,U660,293273.33,online,tablet,London,afternoon,16,1,179,Yes,637,1,16/12/2019,Others
T02277,U104,128497.53,POS,desktop,Delhi,morning,8,0,10,Yes,938,0,27/07/2016,Paypal
T02278,U439,110077.38,online,desktop,Singapore,morning,5,1,117,Yes,390,1,24/01/2025,BharatPe
T02279,U384,204601.86,POS,desktop,Bangalore,night,21,0,96,Yes,199,1,02/06/2025,BharatPe
T02280,U994,221192.67,transfer,desktop,Singapore,morning,10,1,63,No,660,1,22/08/2017,GPay
T02281,U108,289870.62,transfer,tablet,Kolkata,afternoon,13,0,21,Yes,588,1,01/11/2024,GPay
T02282,U739,122005.14,ATM,desktop,New York,morning,9,1,196,Yes,453,1,25/03/2025,BharatPe
T02283,U482,122279.01,ATM,desktop,Bangalore,evening,17,0,107,Yes,884,1,16/12/2017,GPay
T02284,U439,36734.64,online,tablet,Singapore,morning,9,1,89,Yes,770,0,20/09/2023,Paypal
T02285,U471,79507.31,online,desktop,London,afternoon,16,1,8,No,226,0,09/02/2020,PhonePe
T02286,U641,98306.83,transfer,tablet,Dubai,morning,11,1,183,Yes,332,1,08/02/2017,PhonePe
T02287,U865,53266.31,POS,desktop,New York,afternoon,13,1,79,Yes,710,0,28/07/2024,BharatPe
T02288,U823,262575.37,transfer,desktop,Pune,afternoon,15,0,51,Yes,88,1,21/11/2023,PhonePe
T02289,U560,28294.64,ATM,mobile,New York,night,3,1,25,Yes,775,0,07/04/2018,PhonePe
T02290,U475,50373.03,ATM,tablet,Dubai,morning,8,1,9,No,287,0,03/05/2017,Paytm
T02291,U936,247313.26,online,desktop,Pune,night,22,0,1,Yes,718,0,06/04/2017,PhonePe
T02292,U171,97638.2,online,desktop,New York,evening,18,1,71,Yes,732,0,05/04/2019,Others
T02293,U126,292398.73,online,tablet,Bangalore,afternoon,16,0,78,Yes,867,0,15/12/2016,PhonePe
T02294,U953,91342.5,ATM,tablet,Chennai,morning,8,0,137,Yes,324,0,16/10/2021,PhonePe
T02295,U308,196131.7,transfer,desktop,Delhi,night,2,0,65,Yes,52,1,30/10/2018,Paytm
T02296,U686,272012.83,online,desktop,Mumbai,afternoon,14,0,134,Yes,52,1,22/12/2019,GPay
T02297,U641,132685.51,transfer,desktop,Singapore,morning,10,1,32,Yes,276,1,09/04/2016,BharatPe
T02298,U764,279568.97,online,mobile,Delhi,evening,20,0,58,Yes,223,0,08/09/2022,BharatPe
T02299,U642,159268.25,transfer,tablet,Dubai,evening,20,1,116,Yes,711,1,15/04/2017,BharatPe
T02300,U216,215708.55,online,mobile,Chennai,night,21,0,6,No,600,0,20/10/2020,PhonePe
T02301,U424,194336.75,transfer,mobile,Chennai,evening,19,0,150,Yes,162,0,08/04/2022,Others
T02302,U646,275443.48,ATM,tablet,Delhi,night,3,0,52,Yes,905,0,16/05/2025,Others
T02303,U930,169541.57,ATM,desktop,London,morning,9,1,138,Yes,846,1,31/07/2021,PhonePe
T02304,U293,293632.84,online,mobile,Pune,night,2,0,191,Yes,394,1,10/12/2020,BharatPe
T02305,U551,99234.28,online,desktop,Delhi,afternoon,16,0,59,Yes,614,1,09/04/2024,Paypal
T02306,U124,197132.53,POS,mobile,Singapore,morning,7,1,2,Yes,919,1,03/06/2023,GPay
T02307,U507,168035.53,ATM,mobile,Singapore,afternoon,15,1,104,Yes,833,1,29/05/2022,Others
T02308,U234,127583.04,ATM,mobile,Dubai,night,0,1,162,Yes,542,1,28/08/2022,PhonePe
T02309,U196,262932.89,online,mobile,Delhi,morning,8,0,103,Yes,219,0,01/01/2019,BharatPe
T02310,U303,125512.43,POS,mobile,New York,night,3,1,76,Yes,989,1,04/09/2017,Paypal
T02311,U968,186910.02,transfer,tablet,New York,morning,11,1,53,Yes,415,1,18/09/2017,Paypal
T02312,U640,59916.56,transfer,mobile,Singapore,night,4,1,133,Yes,711,1,13/12/2017,PhonePe
T02313,U687,293581.71,POS,mobile,Kolkata,evening,18,0,113,Yes,252,1,15/03/2018,Others
T02314,U700,98220.41,ATM,tablet,Dubai,afternoon,14,1,20,Yes,290,1,05/12/2017,Others
T02315,U241,228000.93,online,desktop,Pune,morning,10,0,125,Yes,612,1,02/04/2017,PhonePe
T02316,U843,219634.23,POS,desktop,Delhi,evening,18,0,86,Yes,110,0,06/05/2019,BharatPe
T02317,U954,224207.08,ATM,tablet,Bangalore,afternoon,13,0,94,Yes,339,1,14/01/2023,Paypal
T02318,U778,100666.08,POS,desktop,Bangalore,evening,18,0,161,No,260,0,17/01/2021,PhonePe
T02319,U757,192733.81,online,desktop,Delhi,morning,7,0,10,Yes,781,1,21/09/2025,Paytm
T02320,U204,98704.77,online,mobile,London,night,22,1,13,Yes,272,0,09/02/2025,Paypal
T02321,U495,113570.25,transfer,desktop,Delhi,evening,17,0,177,Yes,445,1,09/04/2019,BharatPe
T02322,U218,211138.59,POS,mobile,Singapore,night,2,1,147,Yes,630,1,07/04/2022,GPay
T02323,U799,123418.93,POS,desktop,Bangalore,morning,10,0,23,No,252,0,18/11/2019,Others
T02324,U901,271282.71,transfer,mobile,Mumbai,afternoon,14,0,198,Yes,827,0,08/09/2016,Others
T02325,U868,126484.5,online,desktop,Singapore,night,23,1,141,Yes,623,1,29/07/2023,Others
T02326,U152,243844.0,POS,mobile,Chennai,evening,19,0,118,Yes,911,1,08/02/2024,Paypal
T02327,U359,95645.95,online,desktop,Bangalore,evening,20,0,142,Yes,631,1,28/03/2025,PhonePe
T02328,U131,60460.24,POS,mobile,Pune,evening,19,0,156,Yes,896,1,18/12/2020,PhonePe
T02329,U815,90497.57,online,mobile,Dubai,morning,6,1,127,Yes,421,1,17/02/2019,Paytm
T02330,U471,226431.55,ATM,desktop,Singapore,morning,9,1,134,Yes,175,1,08/09/2025,PhonePe
T02331,U279,253346.03,ATM,desktop,Singapore,morning,8,1,87,Yes,243,1,19/08/2016,BharatPe
T02332,U210,193122.78,transfer,mobile,Bangalore,evening,20,0,188,Yes,698,0,12/10/2024,Others
T02333,U523,256210.08,ATM,tablet,New York,afternoon,14,1,179,Yes,510,1,19/08/2018,Others
T02334,U432,211491.76,ATM,desktop,New York,morning,5,1,44,Yes,797,1,23/11/2018,Paytm
T02335,U513,19695.39,online,tablet,Bangalore,morning,6,0,144,Yes,988,0,14/08/2023,Paytm
T02336,U152,195794.49,POS,mobile,Singapore,evening,19,1,21,Yes,55,1,18/03/2020,Paypal
T02337,U934,142762.14,ATM,desktop,Dubai,night,0,1,10,Yes,937,1,16/04/2017,Paytm
T02338,U395,20364.12,POS,mobile,Singapore,afternoon,15,1,114,Yes,286,0,17/12/2017,BharatPe
T02339,U561,267031.22,POS,mobile,Dubai,afternoon,15,1,9,Yes,340,1,27/11/2021,GPay
T02340,U667,101122.58,transfer,mobile,London,morning,5,1,184,Yes,362,1,06/05/2024,Others
T02341,U318,249471.87,POS,tablet,New York,evening,17,1,39,Yes,682,1,08/01/2021,BharatPe
T02342,U939,50294.64,POS,mobile,Dubai,night,4,1,125,Yes,180,0,05/11/2022,Paypal
T02343,U526,134656.99,online,desktop,Mumbai,morning,7,0,156,Yes,477,0,05/01/2021,BharatPe
T02344,U445,121016.29,online,desktop,Singapore,evening,19,1,9,Yes,351,1,29/09/2020,BharatPe
T02345,U586,66220.14,transfer,tablet,Bangalore,afternoon,15,0,66,Yes,915,0,30/04/2018,Paytm
T02346,U243,247815.72,online,tablet,Kolkata,afternoon,15,0,189,No,961,0,12/02/2024,BharatPe
T02347,U186,202331.95,transfer,tablet,Pune,morning,8,0,112,Yes,899,1,21/01/2025,Paypal
T02348,U351,105047.11,ATM,mobile,Mumbai,afternoon,13,0,58,Yes,57,1,26/07/2022,GPay
T02349,U364,246153.73,transfer,tablet,Dubai,afternoon,15,1,175,Yes,421,1,21/11/2022,Others
T02350,U424,209546.24,ATM,mobile,Bangalore,night,0,0,65,Yes,892,0,21/07/2023,PhonePe
T02351,U932,86487.17,transfer,mobile,Chennai,afternoon,15,0,121,Yes,659,0,01/07/2025,Others
T02352,U966,91228.25,POS,mobile,London,evening,20,1,100,Yes,757,1,27/02/2019,Paypal
T02353,U782,5306.97,online,desktop,London,night,1,1,12,Yes,664,0,01/12/2023,Paytm
T02354,U678,203266.28,ATM,desktop,Delhi,afternoon,12,0,38,Yes,672,0,28/05/2017,BharatPe
T02355,U435,87189.2,online,mobile,Kolkata,night,23,0,125,Yes,255,0,11/02/2025,PhonePe
T02356,U851,70006.47,online,mobile,Dubai,morning,10,1,185,No,787,0,03/08/2019,Paytm
T02357,U781,277967.12,transfer,tablet,Chennai,afternoon,15,0,36,Yes,718,1,01/03/2018,Others
T02358,U269,20303.13,transfer,mobile,Pune,night,3,0,133,Yes,818,1,17/04/2022,Paypal
T02359,U280,183644.61,POS,tablet,Kolkata,afternoon,12,0,158,Yes,572,0,28/04/2023,BharatPe
T02360,U538,190319.26,ATM,mobile,Delhi,morning,6,0,189,Yes,870,1,06/07/2024,PhonePe
T02361,U162,85124.09,POS,desktop,Dubai,night,2,1,121,Yes,66,1,22/12/2018,GPay
T02362,U327,108213.08,ATM,tablet,New York,night,1,1,42,Yes,961,1,02/08/2019,Paytm
T02363,U756,226577.76,POS,mobile,Bangalore,night,3,0,74,Yes,373,1,09/05/2018,GPay
T02364,U960,240385.41,POS,desktop,Dubai,night,21,1,145,Yes,592,1,29/11/2018,Paytm
T02365,U669,76378.31,transfer,tablet,Bangalore,morning,9,0,49,Yes,178,0,20/11/2020,GPay
T02366,U338,179264.26,ATM,mobile,Singapore,night,23,1,183,Yes,340,1,28/02/2025,Paytm
T02367,U495,23237.43,transfer,mobile,Dubai,morning,11,1,195,Yes,47,0,07/04/2019,PhonePe
T02368,U623,67025.39,online,desktop,London,evening,17,1,108,Yes,399,1,12/04/2022,PhonePe
T02369,U126,45126.29,transfer,desktop,New York,evening,20,1,129,Yes,120,0,25/10/2024,Paypal
T02370,U798,277436.54,online,desktop,New York,morning,6,1,10,Yes,63,1,08/07/2025,BharatPe
T02371,U874,112698.11,online,tablet,Bangalore,morning,6,0,50,Yes,182,0,13/01/2016,Others
T02372,U228,187483.97,POS,desktop,Dubai,morning,5,1,43,Yes,329,1,11/02/2023,BharatPe
T02373,U715,69016.21,POS,desktop,Dubai,afternoon,16,1,4,No,317,0,23/04/2019,BharatPe
T02374,U439,153482.72,online,desktop,Mumbai,night,21,0,155,Yes,170,0,13/10/2017,Paypal
T02375,U828,58892.36,ATM,mobile,Bangalore,night,2,0,158,Yes,518,1,02/02/2018,Paytm
T02376,U981,82330.89,ATM,desktop,Pune,morning,6,0,46,Yes,546,1,23/10/2021,Paypal
T02377,U607,152896.18,transfer,desktop,Delhi,afternoon,15,0,195,Yes,892,0,13/11/2016,PhonePe
T02378,U840,35211.78,transfer,tablet,Dubai,morning,10,1,185,Yes,414,0,13/04/2019,Paytm
T02379,U558,64901.55,transfer,mobile,London,night,1,1,199,Yes,742,1,27/01/2019,Others
T02380,U114,256173.58,ATM,tablet,Pune,night,0,0,138,Yes,767,0,14/12/2024,Others
T02381,U114,273820.35,online,mobile,Delhi,afternoon,15,0,180,Yes,222,1,04/09/2018,Paypal
